MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RL,Pave,NA,StoneBr,Norm,TwnhsE,1Story,8,1990,1990,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,1321,1,1,Gd,4,Typ,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,0,64,WD ,212000
RM,Pave,NA,Crawfor,Artery,TwnhsE,1Story,8,2004,2005,Hip,CemntBd,CmentBd,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,2,2,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,525.0,TA,TA,Y,128,53,WD ,246000
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,7,1983,1983,Gable,WdShing,Plywood,174.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,747.0,513.0,1260.0,GasA,TA,Y,SBrkr,1260,0,1260,2,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,598.0,TA,TA,Y,152,0,WD ,181900
RM,Pave,NA,OldTown,Norm,1Fam,1.5Fin,5,1929,2001,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234.0,0.0,926.0,GasA,TA,Y,SBrkr,926,0,1316,1,3,TA,6,Typ,0,NA,Detchd,Unf,2.0,484.0,TA,TA,Y,0,0,WD ,130000
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,5,1910,2002,Gable,Wd Sdng,Wd Shng,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,264.0,264.0,GasA,Ex,Y,SBrkr,768,664,1432,2,2,TA,7,Typ,0,NA,Detchd,Unf,2.0,360.0,TA,Gd,Y,270,0,WD ,132000
RL,Pave,NA,SawyerW,Norm,1Fam,2Story,7,1994,2001,Gable,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497.0,282.0,779.0,GasA,Ex,Y,SBrkr,1029,929,1958,2,3,Gd,7,Typ,1,TA,Attchd,RFn,2.0,499.0,TA,TA,Y,202,93,CWD,220000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,2001,2001,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,1788,2,3,Ex,7,Typ,1,TA,Attchd,RFn,2.0,522.0,TA,TA,Y,202,151,WD ,236500
FV,Pave,NA,Somerst,RRAn,1Fam,2Story,8,2009,2009,Gable,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544.0,288.0,832.0,GasA,Ex,Y,SBrkr,832,1103,1935,2,3,TA,8,Typ,0,NA,BuiltIn,Fin,2.0,552.0,TA,TA,Y,0,150,New,263435
RM,Pave,NA,IDOTRR,Norm,1Fam,1.5Fin,6,1938,1958,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,1272.0,1272.0,GasA,TA,Y,SBrkr,1272,0,1969,2,4,TA,9,Min1,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,34,COD,141000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1139,1986,2,4,Gd,9,Typ,1,Gd,BuiltIn,Fin,2.0,434.0,TA,TA,Y,120,48,WD ,213000
RL,Pave,NA,Timber,Norm,1Fam,1Story,7,2009,2010,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,1214,2,2,Gd,6,Typ,0,NA,Attchd,RFn,2.0,520.0,TA,TA,Y,0,25,New,179781
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,8,2006,2007,Hip,MetalSd,MetalSd,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,846.0,496.0,1342.0,GasA,Ex,Y,SBrkr,1342,0,1342,2,2,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,550.0,TA,TA,Y,0,35,WD ,234250
RL,Pave,NA,Timber,Norm,1Fam,1Story,8,1976,1976,Hip,Stone,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898,0,2898,2,2,Gd,10,Typ,1,Gd,Attchd,Fin,2.0,665.0,TA,TA,Y,0,72,COD,287000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,8,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,219.0,870.0,GasA,Ex,Y,SBrkr,878,1126,2004,2,4,Gd,8,Typ,1,Gd,BuiltIn,Fin,3.0,644.0,TA,TA,Y,0,48,WD ,257500
RM,Pave,NA,BrkSide,Norm,1Fam,1Story,6,1926,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,960.0,960.0,GasA,TA,N,SBrkr,986,0,986,1,2,TA,5,Typ,1,Gd,Detchd,Unf,1.0,180.0,TA,TA,Y,0,128,WD ,102000
RM,Pave,Grvl,IDOTRR,Norm,1Fam,1.5Unf,7,1930,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,637.0,637.0,GasA,Ex,Y,FuseF,1108,0,1108,1,3,Gd,6,Typ,1,Gd,Attchd,Unf,1.0,280.0,TA,TA,N,0,0,WD ,139400
RL,Pave,Grvl,OldTown,Artery,1Fam,1.5Fin,3,1915,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,694,520,1214,1,3,TA,6,Typ,0,NA,Detchd,Unf,3.0,936.0,TA,TA,Y,216,0,WD ,105000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,8,1970,1970,Flat,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351.0,1043.0,2217.0,GasA,Ex,Y,SBrkr,2217,0,2217,2,4,Gd,8,Typ,1,TA,Attchd,Unf,2.0,621.0,TA,TA,Y,81,207,WD ,268000
RL,Pave,NA,Edwards,Norm,1Fam,SLvl,6,1966,1966,Flat,Plywood,Plywood,0.0,Gd,Gd,CBlock,Gd,TA,Av,Unf,0.0,697.0,697.0,GasA,TA,Y,SBrkr,1575,626,2201,2,4,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,432.0,Gd,Gd,Y,586,236,WD ,274970
RL,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2005,2006,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,1220,2,2,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,397.0,TA,TA,Y,100,16,WD ,180000
RM,Pave,NA,OldTown,Norm,1Fam,2Story,7,1928,2005,Gambrel,MetalSd,MetalSd,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,548.0,689.0,GasA,Ex,Y,SBrkr,689,689,1378,2,3,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,N,0,0,WD ,161000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,4,1946,2006,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,930,0,930,1,2,Gd,6,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,WD ,84900
RL,Pave,NA,NAmes,Norm,2fmCon,1Story,5,1958,1958,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,988,1,2,TA,5,Typ,0,NA,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,119000
RL,Pave,NA,Timber,Norm,1Fam,1Story,8,2005,2006,Gable,VinylSd,VinylSd,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,1964,2,3,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,892.0,TA,TA,Y,0,265,WD ,370000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1270.0,1270.0,GasA,Ex,Y,SBrkr,1270,0,1270,2,2,Gd,6,Typ,0,NA,Attchd,RFn,2.0,524.0,TA,TA,Y,0,96,WD ,175900
RL,Pave,NA,SawyerW,Feedr,Duplex,2Story,5,1979,1979,Gable,Plywood,Plywood,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120,1120,2240,2,6,TA,12,Typ,0,NA,Detchd,Unf,2.0,528.0,TA,TA,Y,154,0,WD ,142953
RL,Pave,NA,Veenker,Norm,TwnhsE,1Story,8,1994,1995,Gable,BrkFace,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,1494,1,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,478.0,TA,TA,Y,0,30,WD ,279700
RL,Pave,NA,NAmes,Feedr,1Fam,1Story,5,1957,1957,Gable,BrkFace,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364,0,1364,1,3,TA,6,Typ,1,Gd,Attchd,RFn,1.0,331.0,TA,TA,Y,0,60,WD ,132000
RL,Pave,NA,CollgCr,PosN,1Fam,2Story,9,2000,2000,Hip,VinylSd,VinylSd,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,2153,2,3,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,736.0,TA,TA,Y,253,142,WD ,313000
C (all),Pave,NA,IDOTRR,Norm,1Fam,1.5Fin,4,1920,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,0.0,637.0,GasA,Gd,Y,SBrkr,897,439,1336,1,3,TA,7,Typ,0,NA,CarPort,Unf,1.0,570.0,TA,TA,Y,0,47,COD,108000
RL,Pave,NA,Edwards,Norm,1Fam,2Story,7,2003,2004,Gable,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,1656,2,3,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,397.0,TA,TA,Y,178,128,WD ,165400
RL,Pave,NA,CollgCr,PosN,1Fam,2Story,6,1995,1995,Gable,VinylSd,VinylSd,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,1499,2,3,Gd,6,Typ,1,TA,Attchd,RFn,2.0,473.0,TA,TA,Y,413,91,WD ,187000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1995,1996,Gable,VinylSd,VinylSd,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,773.0,1462.0,GasA,Ex,Y,SBrkr,1490,1304,2794,2,4,Ex,9,Typ,1,TA,Attchd,Fin,3.0,810.0,TA,TA,Y,0,146,WD ,403000
RL,Pave,NA,NWAmes,Norm,1Fam,2Story,6,1976,1976,Gable,Plywood,Plywood,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,692.0,848.0,GasA,TA,Y,SBrkr,1118,912,2030,2,4,Gd,8,Typ,1,TA,Attchd,Fin,2.0,551.0,TA,TA,Y,0,224,WD ,195000
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,6,1961,1961,Hip,WdShing,Wd Shng,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,618.0,1218.0,GasA,TA,Y,SBrkr,1254,0,1254,1,3,TA,6,Typ,1,Gd,Attchd,RFn,2.0,525.0,TA,TA,Y,0,0,WD ,158500
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,VinylSd,VinylSd,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091,898,1989,2,3,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,586.0,TA,TA,Y,199,60,WD ,255000
RL,Pave,NA,Crawfor,Norm,1Fam,1Story,5,1956,1956,Gable,BrkFace,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,1898,2,3,TA,7,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,51,WD ,236500
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1966,1966,Hip,HdBoard,HdBoard,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,988,1,3,TA,5,Typ,0,NA,Detchd,Unf,1.0,360.0,TA,TA,Y,0,0,WD ,129250
RL,Pave,NA,Crawfor,Norm,1Fam,1Story,7,1959,1997,Gable,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,1801,2,1,TA,6,Typ,2,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,0,54,WD ,289000
RL,Pave,NA,Mitchel,Norm,Duplex,2Story,5,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,1872,2,4,TA,8,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,0,WD ,100000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,8,2001,2001,Gable,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,333.0,1531.0,GasA,Ex,Y,SBrkr,1531,908,2439,2,4,Gd,7,Typ,1,TA,Attchd,Fin,2.0,560.0,TA,TA,Y,184,121,WD ,275000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,8,1999,2000,Gable,VinylSd,VinylSd,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,1764,2,3,Gd,7,Typ,1,TA,Attchd,Unf,2.0,560.0,TA,TA,Y,120,29,WD ,207000
RL,Pave,NA,NAmes,Feedr,1Fam,1Story,5,1965,1998,Hip,MetalSd,MetalSd,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,1200,1,1,Gd,6,Typ,0,NA,Detchd,Unf,2.0,884.0,TA,TA,Y,0,64,WD ,146000
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1972,1972,Gable,HdBoard,HdBoard,380.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,212.0,494.0,GasA,Ex,Y,SBrkr,494,536,1030,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,116000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,1997,1998,Gable,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,2034,2,3,Gd,8,Typ,0,NA,Attchd,RFn,2.0,645.0,TA,TA,Y,576,36,WD ,219500
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,7,2003,2003,Gable,VinylSd,VinylSd,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,1405,2,2,Gd,6,Typ,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,148,36,WD ,173000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,4,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,1229,1,3,TA,6,Typ,0,NA,Attchd,RFn,1.0,284.0,TA,TA,Y,0,0,WD ,135000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,325.0,979.0,GasA,Ex,Y,SBrkr,992,940,1932,2,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,610.0,TA,TA,Y,0,120,WD ,213000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,6,1954,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,231.0,967.0,GasA,TA,Y,SBrkr,1299,0,1299,1,3,Gd,6,Typ,1,TA,Attchd,Unf,2.0,494.0,TA,TA,Y,81,0,WD ,150000
RL,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2006,2007,Gable,VinylSd,VinylSd,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402,0,1402,0,2,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,648.0,TA,TA,Y,120,16,New,194201
RL,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2005,2006,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,1330.0,1346.0,GasA,Ex,Y,SBrkr,1504,0,1504,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,457.0,TA,TA,Y,156,0,WD ,181000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1958,1958,Gable,MetalSd,MetalSd,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,834.0,1442.0,GasA,Gd,Y,SBrkr,1442,0,1442,1,4,TA,7,Typ,0,NA,Attchd,RFn,1.0,301.0,TA,TA,Y,0,0,COD,157900
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,1999,2000,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,57.0,951.0,GasA,Ex,Y,SBrkr,951,828,1779,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,586.0,TA,TA,Y,208,107,WD ,217000
FV,Pave,NA,Somerst,Norm,1Fam,2Story,8,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082,871,1953,2,3,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,1043.0,TA,TA,Y,160,50,WD ,252000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,872.0,872.0,GasA,Ex,Y,SBrkr,872,1037,1909,2,4,Gd,8,Typ,0,NA,BuiltIn,RFn,2.0,529.0,TA,TA,Y,0,108,WD ,197000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,2004,2005,Gable,VinylSd,VinylSd,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,1630,2,3,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,436.0,TA,TA,Y,120,48,WD ,189500
RL,Pave,Grvl,Edwards,Norm,1Fam,1.5Fin,5,1918,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,1250,1,3,Fa,7,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,P,207,0,WD ,116000
RL,Pave,NA,NWAmes,Feedr,1Fam,1Story,6,1963,1963,Hip,HdBoard,HdBoard,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,1328,1,3,TA,6,Typ,2,Gd,Attchd,Unf,2.0,528.0,TA,TA,Y,0,26,WD ,143000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1950,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,246.0,876.0,GasA,TA,Y,SBrkr,988,0,988,1,3,TA,6,Typ,0,NA,Attchd,Unf,1.0,276.0,TA,TA,Y,0,80,WD ,119000
RL,Pave,NA,NAmes,Norm,1Fam,1.5Fin,6,1954,1954,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,1278,1,4,TA,6,Typ,0,NA,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,WD ,127500
FV,Pave,NA,Somerst,Norm,1Fam,2Story,6,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,858.0,858.0,GasA,Ex,Y,SBrkr,858,858,1716,2,3,Gd,7,Typ,0,NA,Attchd,RFn,2.0,615.0,TA,TA,Y,0,53,WD ,200825
RL,Pave,Grvl,Edwards,Feedr,1Fam,1Story,2,1922,1955,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,498,1,1,TA,3,Typ,0,NA,Detchd,Unf,1.0,216.0,Fa,Fa,N,0,0,ConLD,35000
RL,Pave,NA,NWAmes,Norm,1Fam,2Story,7,1978,1978,Mansard,Plywood,Plywood,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,2840,2,4,Gd,8,Min2,2,Gd,Attchd,Fin,4.0,1314.0,TA,Gd,Y,0,16,WD ,292500
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1970,1970,Gable,HdBoard,HdBoard,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,162.0,483.0,GasA,TA,Y,SBrkr,483,504,987,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,WD ,106000
RL,Pave,NA,Sawyer,Feedr,1Fam,1Story,4,1927,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,756,0,756,1,2,TA,4,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,N,80,0,WD ,85000
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,8,2002,2003,Hip,VinylSd,VinylSd,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,1712,2,3,Gd,8,Typ,1,Gd,Attchd,RFn,3.0,701.0,TA,TA,Y,218,183,WD ,286500
RL,Pave,NA,NPkVill,Norm,TwnhsE,1Story,6,1977,1977,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,360.0,709.0,1069.0,GasA,TA,Y,SBrkr,1069,0,1069,2,2,TA,4,Typ,1,Fa,Attchd,RFn,2.0,440.0,TA,TA,Y,0,55,WD ,127500
FV,Pave,NA,Somerst,Norm,1Fam,1Story,7,2006,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,1335,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,575.0,TA,TA,Y,0,210,New,210400
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,8,2003,2004,Hip,MetalSd,MetalSd,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,1518,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,185,140,WD ,274000
RL,Pave,NA,Timber,Norm,1Fam,2Story,8,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,1780,2,3,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,612.0,TA,TA,Y,0,192,New,264966
RM,Pave,Grvl,IDOTRR,Artery,1Fam,1.5Fin,4,1910,1950,Gable,Wd Sdng,Wd Sdng,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,771.0,771.0,GasA,Fa,Y,SBrkr,866,504,1484,2,3,TA,6,Sal,0,NA,Detchd,Unf,1.0,264.0,TA,Fa,N,14,211,COD,50000
RM,Pave,NA,OldTown,Artery,1Fam,1.5Fin,5,1915,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,0.0,686.0,GasA,TA,Y,SBrkr,966,686,1652,2,4,TA,7,Typ,0,NA,Detchd,Unf,1.0,416.0,TA,TA,Y,0,0,WD ,139000
RL,Pave,NA,Veenker,Norm,1Fam,2Story,7,1990,1990,Gable,HdBoard,HdBoard,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,496.0,1223.0,GasA,Gd,Y,SBrkr,1271,1232,2503,2,3,Gd,7,Typ,1,TA,Attchd,RFn,2.0,564.0,TA,TA,Y,0,99,WD ,300000
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,8,1972,1995,Gable,Plywood,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410.0,542.0,1952.0,GasA,Gd,Y,SBrkr,2000,704,2704,2,4,Ex,9,Typ,3,TA,Attchd,Fin,2.0,538.0,TA,TA,Y,269,111,WD ,345000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,1994,1995,Hip,HdBoard,HdBoard,519.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,408.0,683.0,1556.0,GasA,Ex,Y,SBrkr,1592,0,1592,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,120,35,WD ,228000
RL,Pave,NA,Gilbert,Norm,1Fam,SLvl,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,754,640,1394,2,3,Gd,7,Typ,1,TA,BuiltIn,Fin,2.0,400.0,TA,TA,Y,100,0,WD ,165500
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,4,1925,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,686.0,686.0,GasA,Fa,N,SBrkr,810,518,1328,1,3,TA,8,Typ,0,NA,Detchd,Unf,1.0,210.0,TA,TA,Y,0,172,WD ,107000
